partyName,promise_order,realm,title,content
조국혁신당,6,과학기술,"과학기술정책의 과감한 개혁으로 ""과학기술입국 시즌2""를 완성하겠습니다.","○ 목 표
  - 과학기술자 중심 과학기술정책 수립, R&D 예산 배분의 우선순위를 과학기술자가 정하게 함으로써 지속가능한 기초과학 연구 체계 확보
  - 자문과 행정 중심의 연구 관리체계 혁신으로 연구자 중심 체계로 전면 개편

○ 이행방법
  - 국가 R&D 예산의 연동 비율 체계화
    · 윤석열 정부에 의해 삭감된 국가 R&D 예산의 추가경정예산을 통한 복원 및 획기적 증액
    · 정부 예산의 7% 이상을 R&D 분야에 배정하기 위한 순차적 증액
    · 정부 예산의 0.65% 이상을 청년과학자 육성 예산 단계적 배정
  - 국가 R&D 거버넌스 정립
    · 과학기술자가 직접 참여·논의하는 과학기술혁신 조직 신설
    · 국가 R&D 관리체계 혁신적 정비
  - 국가 최고정보관리책임자(CIO) 임명
    · 정보·기술 관리를 주관하는 정부 차원의 최고정보관리책임 조직 신설 추진
    · 정부, 지자체, 공공, 민간 IT서비스의 정보 관리 및 책임 역할 배분

○ 이행기간
  - 2024년부터 단계적 추진
    · 22대 국회 임기 내 중장기 추진 전략 및 계획 수립
    · 중장기 추진 계획 내 목표 및 성과 관리체계 제시

○ 재원조달방안 등
  - 정부지출 구조 조정을 통한 재정 마련
  - R&D 예산의 최근 5년간 집행 및 불용 현황 분석을 통한 재원현황 분석"
조국혁신당,7,행정자치,중앙-지방간 불균형을 바로 잡아 국가균형발전을 이루겠습니다.,"○ 목 표
  - 중앙정부의 일방적 의사결정구조에서 벗어나 합리적인 재정분권을 통한 지방경쟁력 강화
  - 국가경쟁력 제고와 국가균형발전을 도모하기 위해 공공기관 지방 이전 추진
  - 균형발전펀드와 균형발전인지예산 도입으로 지역벤처와 지역신산업을 육성하고, 수도권을 제외한 4대 메가시티 공론화

○ 이행방법
  - 균형발전인지예산 도입 등 재정분권을 통한 지방분권 강화
    · 각 지방자치단체의 재정자립도 등을 고려한 차별적 매칭 비율 지정
    · 지역 연구개발(R&D) 예산의 지역할당제 도입
    · 지역산업활력펀드의 지역투자 할당을 통한 지방투자 예산 대폭 확대
  - 공공기관 이전 논의 및 4대 메가시티 전략 공론화 추진
    · 헌법재판소, 대법원, 대검찰청 등 공공기관 이전과 메가시티 추진을 논의하는 '중앙정부-지방정부-공공기관 거버넌스' 구축
    · 권역별 메가시티 전략을 논의하는 '시민공론위원회' 구성
    · 공공기관 이전 논의와 메가시티 공론에 대한 시민 공개 시스템 및 시민 의견 개진 플랫폼 구축
  - 균형발전특별회계의 획기적 확대와 및 합리적 개선
    · 2009년 이후 GDP와 통합재정의 증가 추세를 고려해, 균형발전특별회계 규모의 전환기적 확대 추진
    · 균형발전펀드 조성과 획기적 투자로 지역벤처와 지역신산업 육성 본격화
    · 투명하고 효율적인 운용을 위해 지방자치단체별 재원 배분 정보 공개

○ 이행기간
  - 2024년부터 단계적 추진
    · 22대 국회 임기 내 중장기 추진 전략 및 계획 수립
    · 중장기 추진 계획 내 목표 및 성과 관리체계 제시

○ 재원조달방안 등
  - 현행 균형발전특별회계 등 정부지출의 구조 조정을 통한 재정 마련
  - 재정 수입 혁신과 재정지출 개혁을 통한 재정 마련"
조국혁신당,8,경제,지속가능한 성장과 민생경제를 회복하겠습니다.,"○ 목 표
  - 전지구적 탄소 중립 경제체제 구축
  - 기업 창업 및 성장 지원
  - 중소기업 및 자영업 경쟁력 강화
  - 여성, 어르신, 청년, 장애인 등 국민의 행복한 삶을 위한 민생경제 회복

○ 이행방법
  - 산업구조와 에너지 체계 전환
    · 탄소 중립 관련 규제 및 인센티브 시스템 구축
    · 저탄소 기술 도입 지원 및 친환경 산업 육성·투자 확대
    · 재생에너지 발전 비중 확대 및 에너지 효율 개선 정책 추진
    · 탄소 포집 및 저장 기술 개발 및 적극적 상용화 지원
  - 중소기업 창업과 성장 및 자영업의 경쟁력 강화
    · 소셜벤처 등 사회적 가치기반 창업의 발굴 및 육성
    · 혁신기업을 위한 규제 샌드박스 확대 및 운영 효율화
    · 중소기업과 자영업 대상 정부 지원금 및 융자 확대
    · 대기업과 중소기업간 상생협력 프로그램 대폭 확대
  - 여성, 어르신, 청년, 장애인 등 생애주기별, 계층별 다양한 국민의 삶을 행복하게 하는 민생경제의 안정적인 회복
    · 사회적 합의를 통한 최저임금 인상 및 안정화
    · 노동시장 안정화 및 강력한 청년일자리 촉진 사업 추진
    · 비정규직 노동자 권익 보호 및 안정적인 일자리 확대
    · 사회보험 가입 확대, 저소득층 주거지원 강화 등 사회 안전망 확대

○ 이행기간
  - 산업구조와 에너지체계 전환: 2024년부터 단계적 추진
  - 중소기업 지원 및 민생경제 회복: 2024년부터 단계적 추진

○ 재원조달방안 등
  - 재정지출개혁과 세입확대를 통해 마련"
조국혁신당,9,재정,기획재정부 개혁으로 시민참여형 민주적 예산편성과 사용을 이루겠습니다.,"○ 목 표
  - 기획재정부 기능 분할을 통해 정책책임성 및 효율성 강화
  - 각 부처 예산자율성과 국회의 예산편성 심의권 강화
  - 서민과 중소기업 중심의 세제와 예산 편성

○ 이행방법
  - 예산처 독립을 위한 기획재정부 기능 분할
    · 예산 편성과 집행 전문화를 강화한 예산처 신설
    · 정책평가 전문성 강화 및 정책 효율성 제고를 위한 성과관리 조직 신설
    · 기획재정부로 집중된 권한을 정부 부처간 협력과 연계구조로 재편
  - 각 부처 예산 편성 권한 확대 및 예산편성과정에서의 국회 기능 강화
    · 각 부처의 예산 자율성 및 전문성 강화
    · 정부 예산편성과정에서의 국회의 역할 증대
    · 국민참여 활성화를 통한 예산 편성과 집행의 투명성 강화
  - 서민과 중소기업 중심의 세제와 예산 편성 구조 정착
    · 중소기업 지원 세제와 누진세 강화 및 소득 재분배 정책 확대
    · 저소득층 지원 정책 대폭 확대
    · 예산 편성·집행 과정 정보 공개 및 시민참여 확대 제도 마련

○ 이행기간
  - 2024년부터 단계적 추진

○ 재원조달방안 등
  - 기능 분할은 부처간 기능과 역할 조정으로 비재정 정책
  - 재정 수입 혁신과 재정지출 개혁을 통한 재정 마련"
조국혁신당,10,통일외교,평화공존의 남북관계를 확립하여 분단극복과 평화번영을 열어가겠습니다.,"○ 목 표
  - 협력과 연대에 기반으로 한 평화공존의 남북관계로 전환
  - 한반도 비핵화와 항구적 평화체제 구축을 위한 협상 창구 조성
  - 한반도 전쟁 위협을 막고, 동아시아의 평화와 번영 주도하는 외교·안보정책 구현

○ 이행방법
  - 외교질서 정상화를 통한 평화번영 토대 마련
    · 한미동맹을 바탕으로 한반도와 동북아 평화 추진
    · 중국과의 전략적 협력동반자 관계 내실화
    · 역사문제 해결과 실질협력 도모를 통한 성숙한 한일 관계 구축
    · 신남방정책, 신북방정책계승을 통한 외교다변화 복원
  - 남북합의 사안에 대한 완전한 법제화 이행 및 남북 대화 창구 복원
    · 4.27 판문점 선언, 9.19 남북군사합의 등 남북합의 사안에 대한 국회 비준
    · 남북직통전화 복원 및 남북공동연락사무소 재건
  - 한반도 단일경제권 형성을 통한 경제공동체 본격 구성
    · 동해북부선, 동해중부선, 동해남부선 연결
    · 남북 보건의료협력, 비무장지대(DMZ) 국제평화지대화, 한반도 산림 생태계 복원 등 남북협력 확대
  - 항구적 평화체제를 구축하기 위한 남북간 외교관계 수립
    · 남북기본조약 체결
    · 남북 외교관계를 뒷받침하는 '대표부', '협력부' 형태의 서울·평양 동시 설치
    · 기존 통일부의 역할 및 기능 확대개편
  - 전시작전통제권 조기 반환 공론화
    · 한국군 주도의 미래연합사 완전운용능력(FOC) 검증 및 평가 이행을 통한 환수연도 구체화

○ 이행기간
  - 2024년부터 단계적 추진
    · 22대 국회 임기 내 중장기 추진 전략 및 계획 수립
    · 중장기 추진 계획 내 목표 및 성과 관리체계 제시

○ 재원조달방안 등
  - 정부지출의 구조 조정을 통한 재정 마련
  - 재정 수입 혁신과 재정지출 개혁을 통한 재정 마련"
가가국민참여신당,1,정치 경제 사회,국무총리를 국민투표로 선출하고 국회의원의 200여 가지나 되는 특권 전부를 폐지한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,2,정치 경제 사회,기초단체장 및 지방의원 정당공천을 폐지한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,3,정치 경제 사회,서민생활보장 및 식료품 가공을 위법한 범죄자 엄벌에 처한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,4,정치 경제 사회,75세 어르신들에게 월150만원 포상을 지급한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,5,정치 경제 사회,"농,어민 가구당 월 50만원을 장려금으로 지급한다.","○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,6,정치 경제 사회,간호조무사 및 요양보호사에게 월급여 300만원 이상을 의무적으로 지급한다. ,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,7,정치 경제 사회,사기범죄 연루자를 원천 봉쇄 하기위해 전화번호가입 명의자를 엄벌에 처하도록 한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,8,정치 경제 사회,부정부패 공직자는 구속을 원칙으로 하고 공직퇴출을 가하며 정치인의 재판절차를 초고속으로 추진한다.,"○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,9,정치 경제 사회,"국가의 장래를 위하여 기본적 도덕의식과 인성교육을 의무화 한다,","○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가국민참여신당,10,정치 경제 사회,"국가나 지방자치단체는 국가세금으로 지방 또는 국가정책을 정할시 반듯이 시민사회단체 또는 여,야. 및 군소정당의 대표자들과 함께 생방송으로 공청회를 열도록 의무화 한다.","○ 목 표: 대한민국 정당이 추구하는 정의로운 사회

○ 이행방법: 대한민국 국회로부터~

○ 이행기간:2024년 03월 14일

○ 재원조달방안 등 : 정부"
가가호호공명선거대한당,1,정치,정치혁명,"□ 국회의원의 명예직화와 국회의원 수를 120명 수준으로 만들어 국회의원의 개인 영달과 유익을구하지 않고 국가와 국민을 위하여 목숨 바쳐 헌신할 수 있는 애국자들로 국회를 구성하는 노력을 경주한다.
곧 입법기관으로서 청렴결백하게 국가와 민족의 번영과 발전에 상응하는 입안 상정이 모든 국민들이 의롭게 사는 방향 제시로 국민단결과 국력을 키워가는 상향적이며 자발적인 국민 동기유발을 하여야 할 것이다. 또한 부정과 악을 척결하기 위한 강력한 필벌을 기하는 법안으로 악은 아예 머리를 들지 못하게 하여야 한다. 또한 대한민국은 인권 유린하는 북한 공산당 핵심부를 멸하거나 회개시켜 자유평화통일하여 세계 중심적인 통일 대한민국을 건설한다. 
 
□ 사법부 판검사의 임준에 있어서 그저 암기식의 시험을 탈피하고 초등학교부터 사법고시 등 전 과정의 철저한 개인 신상을 제시하여 판검사의 자격을 판단하는 기준으로 삼고 판검사의 기소·재판의 책임은 영존하는 책임으로 명시하여 의로운 재판이 될 수 있도록 한다. 변호사 선임비용도 저가로 통제되어야 한다. 국선변호사의 자격 강화와 국가공무원에 준하는 제도로 개선하여 가난한 자들의 변호를 위한다. 이미 국민간에 소문이 남처럼 ""유전무죄 무전유죄""의 판례들을 고치기 위하여 돈, 금품을 받고 부정하게사법권을 행사하는 자들은 엄벌하며 사형에도 처할 수 있는 법 제정이 있어야 할 것이다. 
 
□ 중앙행정부와 지방자치단체의 시·도행정이 직능을 구별하여 유대 협의 관계 및 중앙통제체제로 재조정하여 강력한 행정부 시·도행정체제를 구축하여 상호 하나가 되는 행정체제를 구축한다. 또한 행정이란 국가와 국민을 위한 행정부서인 것이다. 따라서 행정직의 모든 관리들은 급여외에 사취를 하는 행위를 근절하여 국가를 위하지 않는 부정 부패한 자들에게 처벌할 수 있는 공의가 전국 행정관서로 시행되어야 할 것이다. 이로백성들도 공의를 행하고 이웃을 사랑할 수가 있게 될 것이다."
가가호호공명선거대한당,2,종교,종교혁명,"□ 헌법에 명시된 종교의 자유는 인정하나 이단, 기타 등으로 인한 개인재산침해와 국익에 저해가 되는 경우는 이의 단체들을 즉각 철폐할 법령을 제정한다. 

□ 기독교 불교 유교 천주교 등의 종교에 종교청을 두어 각 종단의 성경, 법령 등을 기준하여 종교재판을 할 수 있는 기관으로 개인의 재산침해, 불법 등의 문제를 재판할 수 있게 하여 종교계 내의 불법이 자행되지 않게 한다. 

□ 각 종단들 중에 신도들로부터 받은 헌물, 기부금의 경우는 세금을 징수할 수 있는 법안을 마련하여 행정부에서 서민들의 복지와 가난한 자들을 위한 구제를 지속적으로 할 수 있는 특별재원과 안식처로 제공되어야 한다. 

□ 기독교(천주교 불교 포함) 내의 성직자라 함은 세상을 초월하여 영생하는 나라 천국과 세상의 법을 초월하여 자신의 모든 소유를 다 가난한 자들에게 주고 예수 그리스도의 뜻을 따라 자신들의 마음과 목숨과 뜻을 다하여 주 하나님을 사랑하고 이웃을 내 몸처럼 사랑하여야 할 복음의 말씀을 받고도 부정하게 사취하여 예수 그리스도를 이용하여 부자가 되고 교인들을 자신들의 종을 만들어 국가와 민족까지를 흔드는 경우가 자칭 크다는 교회들로 만연할 때에 성경 말씀의 법 밖에서 이와 같이 악을 행하는 목사들을 먼저 종교 재판할 방도를 강구하여야 한다. 

□ 해가지지 않던 나라 대영제국, 모든 길은 로마로 통했던 로마제국, 유럽의 악한 교회들로부터 도망친 기독교(청교도)인들이 미국 대륙을 개척하여 강대국인 미국을 건설함처럼 예수 그리스도를 신실하게 믿었던 나라들은 세계를 지배하였다. 따라서 지금 대한민국이 초대 제헌국회처럼 그리스도를 신실하게 믿는다면 조국 통일이 되고 세계를 지배·주도하게 될 것이다. 지금의 정치 판도는 표를 얻기 위하여 대형교회, 단체들을 이용하여 교묘하게 형식적인 야합을 이루고 있는데 여기서부터 문제가 있는 것이다. 진정한 애국자들과 성직자들은 가난한 가운데 있으면서 작은 자 가운데서 이순신, 유관순, 주기철, 손양원 같은 순교적인 애국지사들이 있었던 것을 상기하고 기존의 정치가들과 종교계의 모든 자들은 회개를 하여야 할 것이다. 이로 대한당은 목숨을 다하여 하나님의 진리를 이 위대한 대한민국에 세울 것이다."
가가호호공명선거대한당,3,경제,"과학 기술의 첨단화,세계화 등","□ 자원과 재원개발의 증대에서부터 동네 주변 청소까지 전 국민이 이웃과 국가를 위하여 일하는 풍토를 조성한다. 가난할 때의 새마을운동은 전 국민이 힘써 일하여서 부강한 나라를 만들었듯이 모든 국민 남녀노소가 일하는 풍토로 조성될 때에 최대의 경제력이 확보되는 것이다. 또한 주간 6일 근무제로 전환하여 모든 국민은 나라와 민족과 가정을 위하여 일을 하여야 한다. (노인들을 위한 일자리를 마련할 정책수립)

□ 중소기업의 육성책을 펴서 대기업화 또는 이윤창출 극대화하고 대기업들은 개인 영달이 아닌 국익과 국민복지 증대적인 기업화와 항상 국가를 대신하여 국민들의 사회 및 생활복지 등에 그 이윤을 돌려야 할 책임을 준다. 

□ 과학기술 첨단화 및 세계화를 위하여 특수학교 개설 운영과 육성책을 구체화하고 영재 교육을 실시하여 4차원적인 기업을 육성화한다. 
 
□ 외교정치는 경제정책을 수반하여 정치와 경제는 상호 긴밀한 관계를 유지한다, 해외 주재 대사관 내에 국가 경제부서를 두어 수출입 증대화, 시장개척 등을 겸한다. 또한 해외의 노동시장을 개발하여 한국의 두뇌 인력, 첨단과학기술을 수출하고 1차 산업생산 요원들의 생산성을 후진국의 인력으로 보충하는 방안도 활성화한다. 

□ 일자리 창출의 문제는 위의 1차 산업생산의 요원으로 노동을 할 생각을 지닌다면 일자리는 얼마든지 있다. 가난했던1960-1990년대에는 어떤 일들이고 마다하지 않고 열심히 일하여 오늘날과 같은 풍요를 누리는 경제성장보다 더 행복하였고 이웃간에 사랑이 있었듯이 국회의원이나 행정부의 관리들도 최소 생계비로 생활하는 풍토를 조성하여 최대의 행복지수는 돈이 아니라 국가와 국민과 이웃을 위하여 자원하여 봉사하는 것이며 비록 자신이 배고파 먹지 못하여도 더 가난한 자들에게 자신의 양식을 줄 수 있는 사회풍토와 근로풍토를 조성하여야 한다. 그러므로 경제정책은 저소득정책으로서 반드시 가난한 자들을 구제할 경제법안을 제정한다."
가가호호공명선거대한당,4,사회,"국민건강,영토권확장,국토개발,복지대책","□ 국민간에 불신과 자기의 유익만을 생각하는 풍토가 있는데 이는 첫째 의로운 교육의 부재요 정치인들의 기만에서 유래하였으므로 사랑과 용서와 화해를 선도하는 사회정책과 바른 정치인들과 단체가 국민의 선행을 지속적으로 증대 홍보한다. 
 
□ 마약, 도박, 메춘, 음란, 불법, 종북세력, 부정부패 척결을 위한 강력한 대처법안 등과 각 국민이 사회생활을 함에 있어 공공 시설물들과 풀 한 포기라도 아끼는 애국애족하는 마음과 국민 생활의 안정과 정서를 아름답게 하며 대중교통, 건강운동, 스포츠, 문화행사 등을 육성하여 안락한 사회생활을 할 수 있는 체제를 구축할 수 있는 정첵을 펼친다. 
 
□ 삼강오룐 윤리 도덕의 강령을 되살려 국가와 국민, 남과 여, 아내와 남편, 어른과 청소년, 친구간의 사랑, 노사가 하나됨, 이웃간의 사랑, 애국애족 등으로 전 국민이 국가와 민족의 번영과 개국민의 행복을 위하여 사회정책을 펼쳐간다. 
 
□ 삼면이 바다인 동·서·남해의 개발과 섬들을 개발하여 관광 자원화 내지는 수산자원을 극대화할 정책과 해양과학을 개발하고 우주를 개발하여 과학화한다. 
 
□ 통일국가 형성을 위한 대책과 더불어 통일 후의 중국·러시아를 향한 영토권 확장을 물리적 영적인 지배를 하기 위하여 부단한 노력을 경주한다. 대한민국 국민 전체가 충심으로 마음과 목숨과 뜻을 다하여 하나님과 이웃을 자기 몸처럼 사랑하고 악과 거짓을 행하지 않는다면 대한민국이 세계를 다스리고 지배할 때가 분명히 오게 될 것이다. 제헌국회, 이승만 초대정부, 외국 선교사들이 한국에 세운 수많은 학교, 병원, 교회들이 의로운 기초를 놓아 오늘의 발전을 기했던 것처럼 대한당은 의로운 대한민국 건설을 반드시 성취할 것이다. 
 
□ 현재 대기업, 큰 부자들이 지닌 재화만으로도 전 국민의 평생 복지정책을 실현할 수 있다. 정당은 이를 계몽하고 모범을 보여서 자진하여 국가와 사회로 환원할 수 있는 방향을 적극 모색하고 이를 실천하는 기업과 사람들에게 명예를 주어야 한다. 큰 기업과 부자(재벌)에게는 과징세를 징수하여 사회적 평생 복지정책을 수립하고 세금의 사용도 간접시설 확장보다는 국민들이 평균하게 잘 살 수 있게 한다.
 
□ 농토와 해상을 보존 유지하되 수익성을 위한 대책 마련과 세계무역협정에 따른 농수산물의 가치성을 높이는 개발을 한다. 농지로 활용할 수 없는 지역을 과감히 개발하여 서민 주택정책과 공장시설 등으로 확장하여 간다. 특히 통일 후로 비무장지대는 국제자연 공원화를 중심으로 개발한다."
가가호호공명선거대한당,5,"문화, 예술, 교육, 언론",한민족의 정신문화 계승과 강국 육성,"□ 우리 조상들의 문화·예술에 맞는 역사전통문화와 예술을 바탕으로 의식주 생활을 계승하고 전시회, 박람회 등을 열어서 국내외에 홍보한다. 
 
□ 세계문화, 예술 중에 가장 인간적이며 아름답고 마음에 기쁨을 더하여 선을 추구하는 음악, 미술, 연극, 영화, 창조적인 문화행사 등을 수입하고 비인간적이며 악을 초래할 문화 예술은 차단한다. 또한, 노인과 상관을 공경하는 예절문화와 아이들을 보호하는 풍토를 조성한다. 
 
□ 교육은 먼저 초등단계부터 부정과 거짓하지 않고 정직과 의를 행하는 기초교육을 실시하여 중·고등학교 대학교육에 이르기까지 부정과 거짓을 행하면 죽게 된다는 강력한 정신교육을 실시하여 모두가 의를 행하게 한다. 또한 계속하여 악과 부정을 행하는 자들은 별도 처벌 관리한다. 특히 전교조와 같이 학교밖 정치투쟁하는 자들은 전부 사직시켜야 한다. 
 
□ 국가와 국민과 이웃을 사랑하여 자신의 목숨까지도 바칠 수 있는 선행의 교육과 이의행함에 등급한 신상명세서가 각 직장, 사회, 사법 행정시험에 50-90% 이상의 반영과 교사채용에도 엄별하고 대우를 하여야 한다. 
 
□ 애국애족교육, 반공교육, 창조교육, 과학교육과 삼강오륜의 정신을 회복하는 교육과 강력한 체력을 위한 교육도 실시한다. 
 
□ 공공의 언론은 악한 것들에 대한 보도보다는 선행과 발전적인 면에서의 언론정책을 추구하고 언론은 보도하고 말했던 것에 대한 책임을 져야 한다. 특히 부정한 부분을 정하게, 정한 것을 부정하게 왜곡한 보도에 대해서는 엄벌에 처한다. 
 
□ 반인륜, 반도덕적 동성연애, 짐승과의 교합 등은 엄벌에 처한다."
가가호호공명선거대한당,6,안보, 국가 안보의 실질적인 선진화,"□ 그 동안 통일정책은 북한을 경제적으로 돕는 정책을 대화와 타협이란 각도에서 펼쳐왔다. 그러나 북한의 3대 세습 독재 공산주의는 양민학살과 학대 및 인권을 유린하여 왔으며 우리가 아무리 저 악한 자들을 도와주어도 감사하지 않고 오히려 핵무기 개발과 같은 무력도발의 재화 등으로 이용하였다. 따라서 대한민국의 민관은 김정은에게 일체의 도움을 주어서는 안 된다. 
 
□ 국방력 강화를 위하여 북한보다 월등한 개인 및 육해공군의 군사훈련, 예비군훈련, 전국민 비상체제 군사훈련도 보강하여 실시한다. 곧 전쟁 도발시 북한을 단번에 쳐부수고 통일할 수 있는 전 국민의 투철한 정신무장을 하여야 한다.(숫자와 군사력 열세에도 아랍전쟁<제3차 중동 6일 전쟁>에서 승리한 이스라엘처럼)

□ 국내외로 북한 공산당을 지지하는 세력들을 척결한다. 이렇게 불순한 세력들은 북한으로 강제 추방하는 법 제정도 필연하다. 
 
□ 군사 무기들을 지속적으로 개발하여 세계 어느 나라와의 전쟁에서도 승리할 수 있는 최첨단 무기체계를 유지하고 미국 등과 우방국 동맹을 강화한다. 따라서 대한민국은 핵을 보유하여야 한다. 
 
□ 한반도는 북한의 핵실험과 장거리 미사일 개발, 크고 작은 도발과 위협적 언사로 전쟁 위험이 지속되고 있다. 하지만 정부의 이에 대한 대응과 위기관리 능력은 미흡하여 국민들의 불안은 가중되고 있다. 한반도의 평화와 안정을 헤치는 모든 평화위협 행위에 대해 단호히 대응하는 강력하고 실효적인 군사력을 완비하는데 총력을 기울인다. 이를 바탕으로 총체적인 국가안보태세를 구축하고 국민이 국가를 신뢰하고 안심하면서 평화로운 삶을 영위할 수 있도록 한다. 
 
□ 어떠한 경우라도 한반도의 평화와 안정에 위협을 주는 북한의 핵무기 개발과 보유에 강력히 반대하고 무력화할 방도를 찾아 철저히 굴복시켜야 한다. 북핵은 직접적인 안보 위협이며 통일을 진전시키는데도 명백한 장애물이다. 한반도 비핵화 원칙하에 북한을 비롯한 역내의 다양한 안보위협에 대한 군사적 대응체계를 철저하게 구축한다. 이를 위해 한미연합 전력을 기반으로 한 능동적인 억제전략으로 한반도에서의 전쟁을 막고 한미동맹을 호혜적이고 미래지향적으로 발전시킨다. 아울러 남북관계 개선이 가시화될 시 남북정상간의 핫라인을 최우선 구축하여 한반도의 위기를 차단한다. 
 
□ 미래 전쟁과 동북아 안보환경변화에 따른 잠재적 위협까지 고려하여 첨단화, 과학화된 강군을 육성한다. 현대전의 효과적인 군으로 거듭날 수 있도록 군구조와 전력구조, 병력구조를 개선하고 고효율 국반 운영 체계를 만들고 이를 위해 미래 지향적인 국방개혁을 추진하고 적정 국방비를 확보하여 전시작전권 전환에 대비한다"
가가호호공명선거대한당,7,윤리,대한민국의 정의와 공의를 위하여!,"정책, 성실, 공의, 진리를 위한 윤리강령을 전 국민과 대한당 당원들은 지켜야 하며 특히 대의원에 속한 당원들은 이에 준하지 않을 경우 즉시 사퇴하고 평당원으로만 존재한다. 

□ 대통령을 포함한 모든 공직후보자와 대의원들은 당이 실시하는 교육을 받고 대한당의 강령에 준수할 것을 서약·서명한다. 
 
□ 서문에 밝힘처럼 사리사욕 사치하지 말고 공명정대 근검절약 최소치의 기본생활 등으로 타의 모범이 되고 동방예의지국의 예절과 윤리 도덕을 지켜 준수한다. 
 
□ 욕설 비방 모욕 등을 주는 행위를 금하고 타자의 부정을 책하고자 할 때에는 근거에 의거하여 사랑안에서 권면한다. 
 
□ 당원들간의 고소 고발을 금하며 당내의 문제를 외부로 유출 시켜서 당의 명예를 훼손시켜서는 안되며 심할 경우는 강제탈당 또는 처벌한다. 
 
□ 당직자 공직자 국회의원 지방의회의원 등은 항상 자기의 유익이 아닌 국가와 국민과 당의 유익 편에서 일하며, 중앙당은 이의 신상필벌을 철저히 적용한다. 
 
□ 경로우대 효친사상을 국대화 한다. 특히 노인, 가난한 사람, 장애자, 어린이들을 각별히 보호 사랑하는 마음을 가지고 자신의 소유와 정성을 다하여 도와 국민의 본이 되어야 한다. (예수그리스도, M.간디, 백결선생과 같은 본이 되자)

□ 지위와 신분을 남용하여 사취 및 가족 지연 학연 등을 돕는 행위는 처벌하나 정당한 수고로 얻어지는 대가에 대해서는 인정하지만 가능한 한 사취하지 말고 공의를 위할 줄 아는 공직자가 되어야 한다. 
 
□ 당직자 및 소속공무원들은 철저하게 공사를 구별하여 자금 사용을 하여야 한다. 회계책임, 총무부에서는 이를 감시하는 전담기구를 둘 수 있다. 
 
□ 당의 기밀을 유지 보안하여야 하며 사적 유용 등의 책임과 특별히 국가적인 손실을 초래할 경우는 법적 가중처벌을 받게 한다. 
 
□ 일반적으로 재화의 가치가 없는 선물, 서민적인 숙식의 접대 등은 허용하나 사치스런 향응, 금품 등의 수수행위는 금지 및 처벌한다. 
 
□ 당내의 공직자 경선을 위한 세부규정(규약)을 마련하여 공적에 의한 선출제도를 확립한다.

□ 모든 정치자금은 투명하게 수입, 지출이 되어야 하며 로비활동 역시 사적이 아닌 공적에 의한 선출제도를 확립한다."
